x_local,y_local,state
2.194974475656636,0.11442510096821934,Normal
4.185061934054829,-1.0174265769601334,Orbit
6.169930743635632,-0.11282468389254063,Orbit
6.457327528391033,2.0374237360665575,Orbit
4.7962274252204224,3.418812123243697,Orbit
2.7483605990419164,2.7493220288015436,Orbit
2.3949122931808233,0.31437678859219886,Normal
3.194663563161157,-0.4854299618746154,Normal
3.7944770156173036,-0.7853574932960328,Normal
4.694197194301523,-0.8853333370934706,Normal
5.593917372985743,-0.8853333370934706,Normal
15.329212168813683,-1.585164243762847,Normal
16.69046624400653,-1.585164243762847,Normal
18.09710639331024,-3.511170746118296,Orbit
20.30650819069706,-3.577804121276131,Orbit
21.526286545675248,-1.7550939859356731,Orbit
20.636033041751944,0.23361946296063252,Orbit
18.48962926096283,0.5353646367439069,Orbit
17.19031078775879,-0.2854782742506359,Normal
10.11948823928833,6.785834792535752,Normal
7.893202274222858,8.91229935613228,Normal
7.770965103292838,11.13276059718919,Orbit
6.004936133744195,12.409220117988298,Orbit
3.9954759383108467,11.596394526481163,Orbit
3.6163028520531952,9.47073749237461,Orbit
5.210218039574102,8.022164189547766,Orbit
6.593606460490264,7.912540918041486,Normal
0.19559630064759403,0.5625535050348844,Normal
-0.00434151676017791,0.014449257170781493,Normal
