x_local,y_local,state
0.43937045813072473,-1.339565488306107,Normal
2.2511200131848454,-4.43115842359839,Orbit
0.7760510860243812,-7.57047357870033,Orbit
-2.646885014604777,-7.987054727040231,Orbit
-4.810168618452735,-5.322041378822178,Orbit
-3.708211893332191,-2.082751110487152,Orbit
-1.5099529040744528,-0.9398477389186155,Orbit
-5.208669027080759,0.4091996652423404,Normal
-6.944447838352062,-2.472739358257968,Orbit
-10.400787966093048,-2.764654980157502,Orbit
-12.472810070612468,-0.00838013255270198,Orbit
-11.246187819051556,3.197506108612288,Orbit
-7.889822804485448,3.8625339326099493,Orbit
-5.728134720178787,2.3159054472343996,Orbit
-4.808807824621908,2.6076472869026475,Normal
-4.705981935490854,6.0379955231328495,Orbit
-1.8211459768936038,7.981456516659819,Orbit
1.3376836316892877,6.5792165215243585,Orbit
1.827093712054193,3.1757948744343594,Orbit
-0.7846051575616002,0.9591967921005562,Orbit
-3.209363014670089,1.3085646013496444,Orbit
-1.5099529040744528,0.8588821333250962,Normal
-1.1100917014991865,0.6590232586313505,Normal
0.0,0.0,Normal
