x_local,y_local,state
3.07835,-0.13825,Normal
4.8926,2.8693,Orbit
8.3927,2.9977,Orbit
10.345,0.1218,Orbit
8.9549,-3.0403,Orbit
5.5547,-3.5418,Orbit
3.37825,-1.83705,Orbit
0.0,0.0,Normal
